,time,x,y,Explorer,Terminal,Code,Engagement,Excitement,Long term excitement,Stress/Frustration,Relaxation,Interest/Affinity,Focus,Pulse,Bvp,Gsr,Valence,Arousal,Age,Gender
0,23-05-2023T15-25-50,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,
1,23-05-2023T15-25-51,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,25.0,Male
2,23-05-2023T15-25-52,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,1.0,25.0,Male
3,23-05-2023T15-25-53,0.0,0.0,0.0,0.0,0.0,0.642075,0.12383,0.0,0.378229,0.333464,0.562527,0.387459,0.0,0.0,0.0,3.0,4.0,25.0,Male
4,23-05-2023T15-25-54,0.0,0.0,0.0,0.0,0.0,0.642075,0.12383,0.0,0.378229,0.333464,0.562527,0.387459,0.0,0.0,0.0,3.0,1.0,25.0,Male
5,23-05-2023T15-25-55,0.0,0.0,0.0,0.0,0.0,0.642075,0.12383,0.0,0.378229,0.333464,0.562527,0.387459,0.0,0.0,0.0,3.0,4.0,25.0,Male
6,23-05-2023T15-25-56,0.0,0.0,0.0,0.0,0.0,0.642075,0.12383,0.0,0.378229,0.333464,0.562527,0.387459,0.0,0.0,0.0,3.0,1.0,25.0,Male
7,23-05-2023T15-25-57,0.0,0.0,0.0,0.0,0.0,0.642075,0.12383,0.0,0.378229,0.333464,0.562527,0.387459,0.0,0.0,0.0,3.0,4.0,25.0,Male
8,23-05-2023T15-25-58,0.0,0.0,0.0,0.0,0.0,0.642075,0.12383,0.0,0.378229,0.333464,0.562527,0.387459,0.0,0.0,0.0,3.0,1.0,25.0,Male
9,23-05-2023T15-25-59,0.0,0.0,0.0,0.0,0.0,0.642075,0.12383,0.0,0.378229,0.333464,0.562527,0.387459,0.0,0.0,0.0,3.0,1.0,25.0,Male
10,23-05-2023T15-26-00,0.0,0.0,0.0,0.0,0.0,0.642075,0.12383,0.0,0.378229,0.333464,0.562527,0.387459,0.0,0.0,0.0,3.0,1.0,25.0,Male
11,23-05-2023T15-26-01,0.0,0.0,0.0,0.0,0.0,0.642075,0.12383,0.0,0.378229,0.333464,0.562527,0.387459,0.0,0.0,0.0,3.0,4.0,25.0,Male
12,23-05-2023T15-26-03,0.0,0.0,0.0,0.0,0.0,0.69244,0.217139,0.0,0.590712,0.346433,0.60037,0.420258,0.0,0.0,0.0,3.0,1.0,25.0,Male
13,23-05-2023T15-26-04,0.0,0.0,0.0,0.0,0.0,0.69244,0.217139,0.0,0.590712,0.346433,0.60037,0.420258,0.0,0.0,0.0,3.0,4.0,25.0,Male
14,23-05-2023T15-26-05,0.0,0.0,0.0,0.0,0.0,0.69244,0.217139,0.0,0.590712,0.346433,0.60037,0.420258,0.0,0.0,0.0,3.0,4.0,25.0,Male
15,23-05-2023T15-26-06,0.0,0.0,0.0,0.0,0.0,0.69244,0.217139,0.0,0.590712,0.346433,0.60037,0.420258,0.0,0.0,0.0,3.0,4.0,25.0,Male
16,23-05-2023T15-26-07,0.0,0.0,0.0,0.0,0.0,0.69244,0.217139,0.0,0.590712,0.346433,0.60037,0.420258,0.0,0.0,0.0,3.0,1.0,25.0,Male
17,23-05-2023T15-26-08,0.0,0.0,0.0,0.0,0.0,0.69244,0.217139,0.0,0.590712,0.346433,0.60037,0.420258,0.0,0.0,0.0,3.0,1.0,25.0,Male
