	time	x	y	Explorer	Terminal	Code	Engagement	Excitement	Long term excitement	Stress/Frustration	Relaxation	Interest/Affinity	Focus	Pulse	Bvp	Gsr	Valence	Arousal	Age	Gender
0	24-05-2023T18-35-51	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0		
1	24-05-2023T18-35-52	0.36592512133791477	0.1656248675706855	0.0	0.0	0.0	0.6952550565224163	0.5696428354143306	0.056284819312466206	0.038912793848237315	0.7057835327739845	0.390646217681343	0.33177654407822377	89.0	20.0	0.2	2.0	1.0	50.0	Male
2	24-05-2023T18-35-54	0.9349401434270234	0.3731740124400863	0.0	0.0	0.0	0.14224130607659935	0.4149878198390541	0.3908208819835922	0.19268117186023115	0.6163660194840525	0.852300190920741	0.2832789662332037	84.0	2.0	0.1	3.0	1.0	50.0	Male
3	24-05-2023T18-35-55	0.5697949261277765	0.2441289488663585	0.0	0.0	0.0	0.01910766880905168	0.08023552172062998	0.8057832248243119	0.4521637118674505	0.9947043028562714	0.6279739671243427	0.41175255547966194	83.0	-68.0	0.2	1.0	1.0	50.0	Male
4	24-05-2023T18-35-56	0.7564422591805878	0.5929603315185468	0.0	0.0	0.0	0.8918410841537723	0.6636068867150137	0.022758395792059072	0.40681822384989286	0.6444694092530766	0.05796866612956131	0.7110837498847489	96.0	25.0	0.2	3.0	1.0	50.0	Male
5	24-05-2023T18-35-57	0.1906610243802841	0.7602532034029257	0.0	0.0	0.0	0.7417217530128177	0.6210903852629008	0.007513078907681825	0.8949186400336689	0.16273775224539888	0.6738129320945095	0.8332844270566916	62.0	-20.0	0.2	3.0	2.0	50.0	Male
6	24-05-2023T18-35-58	0.5656104171848726	0.7546961542603757	0.0	0.0	0.0	0.3084587640803993	0.7853710276896468	0.7261878617711456	0.40521885386631096	0.32827245291024154	0.164468277913855	0.6700119280089987	88.0	-53.0	0.2	3.0	1.0	50.0	Male
7	24-05-2023T18-35-59	0.2925880047316378	0.739119325080031	0.0	0.0	0.0	0.020903891457396462	0.5882783523781266	0.7510575882098878	0.776293529973933	0.2734254859547024	0.6862595948088673	0.34652604249790764	83.0	3.0	0.1	3.0	1.0	50.0	Male
8	24-05-2023T18-36-00	0.4225265747558117	0.3556456796714216	0.0	0.0	0.0	0.46790461053298604	0.2903079679433186	0.1856027460739248	0.3469324110990998	0.285028269131552	0.9470491227226204	0.08052059348757967	90.0	-5.0	0.1	3.0	2.0	50.0	Male
9	24-05-2023T18-36-01	0.6305545642080347	0.11181597276472843	0.0	0.0	0.0	0.8100342609779726	0.07011505273206364	0.6017309951954284	0.2549469442801219	0.9011673654578801	0.583733676346971	0.5907003064985485	80.0	66.0	0.1	4.0	4.0	50.0	Male
