,time,x,y,Explorer,Terminal,Code,Engagement,Excitement,Long term excitement,Stress/Frustration,Relaxation,Interest/Affinity,Focus,Pulse,Bvp,Gsr,Valence,Arousal,Age,Gender
0,24-05-2023T20-43-29,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,
1,24-05-2023T20-44-18,0.7499,0.07586,0.0,0.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,25.0,Male
2,24-05-2023T20-44-19,0.88795,0.0327,0.0,0.0,100.0,0.545485,0.126095,0.0,0.279843,0.100477,0.331491,0.52213,0.0,0.0,0.0,3.0,1.0,25.0,Male
3,24-05-2023T20-44-21,0.90635,0.00597,0.0,0.0,100.0,0.541028,0.171911,0.0,0.274569,0.084364,0.346973,0.477743,0.0,0.0,0.0,3.0,1.0,25.0,Male
4,24-05-2023T20-44-22,0.61401,0.17662,0.0,0.0,100.0,0.527223,0.133971,0.0,0.276805,0.092911,0.366544,0.432032,0.0,0.0,0.0,3.0,1.0,25.0,Male
5,24-05-2023T20-44-23,0.62847,0.16781,0.0,0.0,100.0,0.527223,0.133971,0.0,0.276805,0.092911,0.366544,0.432032,0.0,0.0,0.0,3.0,4.0,25.0,Male
6,24-05-2023T20-44-25,0.41759,0.61029,0.0,0.0,100.0,0.527223,0.133971,0.0,0.276805,0.092911,0.366544,0.432032,0.0,0.0,0.0,3.0,1.0,25.0,Male
7,24-05-2023T20-44-26,0.36957,0.37347,0.0,0.0,100.0,0.533249,0.119836,0.0,0.276979,0.088364,0.385973,0.400546,0.0,0.0,0.0,3.0,4.0,25.0,Male
8,24-05-2023T20-44-27,0.40661,0.34,0.0,0.0,100.0,0.533249,0.119836,0.0,0.276979,0.088364,0.385973,0.400546,0.0,0.0,0.0,3.0,1.0,25.0,Male
9,24-05-2023T20-44-29,0.40224,0.34887,0.0,0.0,100.0,0.533249,0.119836,0.0,0.276979,0.088364,0.385973,0.400546,0.0,0.0,0.0,3.0,1.0,25.0,Male
10,24-05-2023T20-44-30,0.68498,0.31054,0.0,0.0,100.0,0.533249,0.119836,0.0,0.276979,0.088364,0.385973,0.400546,0.0,0.0,0.0,3.0,1.0,25.0,Male
11,24-05-2023T20-44-32,0.68372,0.33251,0.0,0.0,100.0,0.533249,0.119836,0.0,0.276979,0.088364,0.385973,0.400546,0.0,0.0,0.0,3.0,4.0,25.0,Male
12,24-05-2023T20-44-33,0.62624,0.19033,0.0,0.0,100.0,0.533249,0.119836,0.0,0.276979,0.088364,0.385973,0.400546,0.0,0.0,0.0,3.0,4.0,25.0,Male
13,24-05-2023T20-44-34,0.58517,0.46125,0.0,0.0,100.0,0.533249,0.119836,0.0,0.276979,0.088364,0.385973,0.400546,0.0,0.0,0.0,3.0,1.0,25.0,Male
14,24-05-2023T20-44-36,0.69429,0.71285,0.0,0.0,100.0,0.557999,0.23009,0.0,0.304463,0.11678,0.406675,0.391308,0.0,0.0,0.0,3.0,1.0,25.0,Male
15,24-05-2023T20-44-37,0.68696,0.23192,0.0,0.0,100.0,0.557999,0.23009,0.0,0.304463,0.11678,0.406675,0.391308,0.0,0.0,0.0,3.0,1.0,25.0,Male
16,24-05-2023T20-44-38,0.74854,0.09568,0.0,0.0,100.0,0.557999,0.23009,0.0,0.304463,0.11678,0.406675,0.391308,0.0,0.0,0.0,3.0,1.0,25.0,Male
17,24-05-2023T20-44-40,0.70321,0.37329,0.0,0.0,100.0,0.557999,0.23009,0.0,0.304463,0.11678,0.406675,0.391308,0.0,0.0,0.0,3.0,1.0,25.0,Male
18,24-05-2023T20-44-41,0.49154,0.54766,0.0,0.0,100.0,0.557999,0.23009,0.0,0.304463,0.11678,0.406675,0.391308,0.0,0.0,0.0,3.0,4.0,25.0,Male
19,24-05-2023T20-44-43,0.51091,0.4656,0.0,0.0,100.0,0.557999,0.23009,0.0,0.304463,0.11678,0.406675,0.391308,0.0,0.0,0.0,3.0,4.0,25.0,Male
20,24-05-2023T20-44-44,0.68254,0.68459,0.0,0.0,100.0,0.557999,0.23009,0.0,0.304463,0.11678,0.406675,0.391308,0.0,0.0,0.0,3.0,1.0,25.0,Male
21,24-05-2023T20-44-45,0.84107,0.18485,0.0,0.0,100.0,0.674864,0.451956,0.0,0.347454,0.500565,0.667473,0.245643,0.0,0.0,0.0,3.0,1.0,25.0,Male
22,24-05-2023T20-44-47,0.40364,0.90434,0.0,3.57,96.43,0.674864,0.451956,0.0,0.347454,0.500565,0.667473,0.245643,0.0,0.0,0.0,3.0,1.0,25.0,Male
23,24-05-2023T20-44-48,0.83553,0.64684,0.0,3.45,96.55,0.674864,0.451956,0.0,0.347454,0.500565,0.667473,0.245643,0.0,0.0,0.0,3.0,1.0,25.0,Male
24,24-05-2023T20-44-49,0.13941,0.90367,6.45,3.23,90.32,0.674864,0.451956,0.0,0.347454,0.500565,0.667473,0.245643,0.0,0.0,0.0,3.0,1.0,25.0,Male
25,24-05-2023T20-44-51,0.50906,0.38441,6.25,3.12,90.62,0.674864,0.451956,0.0,0.347454,0.500565,0.667473,0.245643,0.0,0.0,0.0,3.0,1.0,25.0,Male
26,24-05-2023T20-44-52,0.54617,0.17971,5.88,2.94,91.18,0.674864,0.451956,0.0,0.347454,0.500565,0.667473,0.245643,0.0,0.0,0.0,3.0,4.0,25.0,Male
27,24-05-2023T20-44-54,0.54922,0.18853,5.71,2.86,91.43,0.674864,0.451956,0.0,0.347454,0.500565,0.667473,0.245643,0.0,0.0,0.0,3.0,4.0,25.0,Male
28,24-05-2023T20-44-55,0.49134,0.27779,5.56,2.78,91.67,0.566167,0.418211,0.0,0.322468,0.302906,0.45433,0.389583,0.0,0.0,0.0,3.0,1.0,25.0,Male
29,24-05-2023T20-44-57,0.50602,0.34914,5.26,2.63,92.11,0.566167,0.418211,0.0,0.322468,0.302906,0.45433,0.389583,0.0,0.0,0.0,3.0,1.0,25.0,Male
30,24-05-2023T20-44-58,0.51037,0.28739,5.13,2.56,92.31,0.566167,0.418211,0.0,0.322468,0.302906,0.45433,0.389583,0.0,0.0,0.0,3.0,4.0,25.0,Male
31,24-05-2023T20-44-59,0.4228,0.11571,4.88,2.44,92.68,0.566167,0.418211,0.0,0.322468,0.302906,0.45433,0.389583,0.0,0.0,0.0,3.0,4.0,25.0,Male
32,24-05-2023T20-45-01,0.31309,0.52053,4.76,2.38,92.86,0.566167,0.418211,0.0,0.322468,0.302906,0.45433,0.389583,0.0,0.0,0.0,3.0,1.0,25.0,Male
33,24-05-2023T20-45-02,0.52968,0.3648,4.65,2.33,93.02,0.566167,0.418211,0.0,0.322468,0.302906,0.45433,0.389583,0.0,0.0,0.0,3.0,4.0,25.0,Male
34,24-05-2023T20-45-04,0.48669,0.35984,4.44,2.22,93.33,0.566167,0.418211,0.0,0.322468,0.302906,0.45433,0.389583,0.0,0.0,0.0,3.0,4.0,25.0,Male
35,24-05-2023T20-45-05,0.48989,0.29374,4.35,2.17,93.48,0.590919,0.323772,0.0,0.317219,0.130413,0.423359,0.485812,0.0,0.0,0.0,3.0,1.0,25.0,Male
36,24-05-2023T20-45-07,0.50691,0.34143,4.17,2.08,93.75,0.590919,0.323772,0.0,0.317219,0.130413,0.423359,0.485812,0.0,0.0,0.0,3.0,1.0,25.0,Male
37,24-05-2023T20-45-08,0.77764,0.33827,4.08,2.04,93.88,0.590919,0.323772,0.0,0.317219,0.130413,0.423359,0.485812,0.0,0.0,0.0,3.0,4.0,25.0,Male
38,24-05-2023T20-45-09,0.75145,0.95776,4.0,4.0,92.0,0.590919,0.323772,0.0,0.317219,0.130413,0.423359,0.485812,0.0,0.0,0.0,3.0,1.0,25.0,Male
39,24-05-2023T20-45-11,0.70934,0.31968,3.85,3.85,92.31,0.590919,0.323772,0.0,0.317219,0.130413,0.423359,0.485812,0.0,0.0,0.0,3.0,4.0,25.0,Male
40,24-05-2023T20-45-12,0.68009,0.40493,3.77,3.77,92.45,0.590919,0.323772,0.0,0.317219,0.130413,0.423359,0.485812,0.0,0.0,0.0,3.0,1.0,25.0,Male
41,24-05-2023T20-45-14,0.70106,0.29492,3.7,3.7,92.59,0.590919,0.323772,0.0,0.317219,0.130413,0.423359,0.485812,0.0,0.0,0.0,3.0,1.0,25.0,Male
42,24-05-2023T20-45-15,0.64926,0.31581,3.57,3.57,92.86,0.620178,0.423777,0.0,0.31038,0.104633,0.443424,0.518579,0.0,0.0,0.0,3.0,4.0,25.0,Male
43,24-05-2023T20-45-17,0.0287,0.38939,5.26,3.51,91.23,0.620178,0.423777,0.0,0.31038,0.104633,0.443424,0.518579,0.0,0.0,0.0,3.0,1.0,25.0,Male
44,24-05-2023T20-45-18,0.28771,0.22209,5.08,3.39,91.53,0.620178,0.423777,0.0,0.31038,0.104633,0.443424,0.518579,0.0,0.0,0.0,3.0,1.0,25.0,Male
45,24-05-2023T20-45-20,0.16181,0.22944,6.67,3.33,90.0,0.620178,0.423777,0.0,0.31038,0.104633,0.443424,0.518579,0.0,0.0,0.0,3.0,1.0,25.0,Male
46,24-05-2023T20-45-21,0.27425,0.11807,6.45,3.23,90.32,0.620178,0.423777,0.0,0.31038,0.104633,0.443424,0.518579,0.0,0.0,0.0,3.0,4.0,25.0,Male
47,24-05-2023T20-45-23,0.34286,0.28013,6.35,3.17,90.48,0.620178,0.423777,0.0,0.31038,0.104633,0.443424,0.518579,0.0,0.0,0.0,3.0,1.0,25.0,Male
48,24-05-2023T20-45-24,0.32892,0.31633,6.15,3.08,90.77,0.620178,0.423777,0.0,0.31038,0.104633,0.443424,0.518579,0.0,0.0,0.0,3.0,1.0,25.0,Male
49,24-05-2023T20-45-25,0.31852,0.30709,6.06,3.03,90.91,0.59058,0.515545,0.0,0.331696,0.186198,0.422898,0.512679,0.0,0.0,0.0,3.0,1.0,25.0,Male
50,24-05-2023T20-45-27,0.34554,0.19977,5.97,2.99,91.04,0.59058,0.515545,0.0,0.331696,0.186198,0.422898,0.512679,0.0,0.0,0.0,3.0,1.0,25.0,Male
51,24-05-2023T20-45-28,0.34404,0.22044,5.8,2.9,91.3,0.59058,0.515545,0.0,0.331696,0.186198,0.422898,0.512679,0.0,0.0,0.0,3.0,4.0,25.0,Male
52,24-05-2023T20-45-30,0.34438,0.24879,5.71,2.86,91.43,0.59058,0.515545,0.0,0.331696,0.186198,0.422898,0.512679,0.0,0.0,0.0,3.0,4.0,25.0,Male
53,24-05-2023T20-45-31,0.351,0.22982,5.56,2.78,91.67,0.59058,0.515545,0.0,0.331696,0.186198,0.422898,0.512679,0.0,0.0,0.0,3.0,1.0,25.0,Male
54,24-05-2023T20-45-33,0.47332,0.19921,5.48,2.74,91.78,0.59058,0.515545,0.0,0.331696,0.186198,0.422898,0.512679,0.0,0.0,0.0,3.0,1.0,25.0,Male
55,24-05-2023T20-45-34,0.49249,0.29817,5.41,2.7,91.89,0.59058,0.515545,0.0,0.331696,0.186198,0.422898,0.512679,0.0,0.0,0.0,3.0,4.0,25.0,Male
56,24-05-2023T20-45-35,0.48536,0.60743,5.26,2.63,92.11,0.531802,0.338937,0.0,0.305641,0.15415,0.357287,0.535015,0.0,0.0,0.0,3.0,4.0,25.0,Male
57,24-05-2023T20-45-37,0.51271,0.20914,5.19,2.6,92.21,0.531802,0.338937,0.0,0.305641,0.15415,0.357287,0.535015,0.0,0.0,0.0,3.0,1.0,25.0,Male
58,24-05-2023T20-45-38,0.67318,0.16576,5.06,2.53,92.41,0.531802,0.338937,0.0,0.305641,0.15415,0.357287,0.535015,0.0,0.0,0.0,3.0,4.0,25.0,Male
59,24-05-2023T20-45-40,0.66655,0.29376,5.0,2.5,92.5,0.531802,0.338937,0.0,0.305641,0.15415,0.357287,0.535015,0.0,0.0,0.0,3.0,1.0,25.0,Male
60,24-05-2023T20-45-41,0.50715,0.19527,4.88,2.44,92.68,0.531802,0.338937,0.0,0.305641,0.15415,0.357287,0.535015,0.0,0.0,0.0,3.0,1.0,25.0,Male
61,24-05-2023T20-45-43,0.48966,0.24944,4.82,2.41,92.77,0.531802,0.338937,0.0,0.305641,0.15415,0.357287,0.535015,0.0,0.0,0.0,3.0,4.0,25.0,Male
62,24-05-2023T20-45-44,0.49492,0.28096,4.76,2.38,92.86,0.531802,0.338937,0.0,0.305641,0.15415,0.357287,0.535015,0.0,0.0,0.0,3.0,4.0,25.0,Male
63,24-05-2023T20-45-46,0.4956,1.48807,4.71,2.35,92.94,0.488034,0.436908,0.0,0.296782,0.077878,0.378244,0.552888,0.0,0.0,0.0,3.0,1.0,25.0,Male
64,24-05-2023T20-45-47,0.50594,0.16726,4.65,2.33,93.02,0.488034,0.436908,0.0,0.296782,0.077878,0.378244,0.552888,0.0,0.0,0.0,3.0,4.0,25.0,Male
65,24-05-2023T20-45-49,0.50267,0.12925,4.55,2.27,93.18,0.488034,0.436908,0.0,0.296782,0.077878,0.378244,0.552888,0.0,0.0,0.0,3.0,4.0,25.0,Male
66,24-05-2023T20-45-50,0.47398,0.17875,4.49,2.25,93.26,0.488034,0.436908,0.0,0.296782,0.077878,0.378244,0.552888,0.0,0.0,0.0,3.0,4.0,25.0,Male
