,time,x,y,Explorer,Terminal,Code,Engagement,Excitement,Long term excitement,Stress/Frustration,Relaxation,Interest/Affinity,Focus,Pulse,Bvp,Gsr,Valence,Arousal,Age,Gender
0,24-05-2023T21-09-01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,
1,24-05-2023T21-09-37,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,70.0,56.0,0.2,0.0,0.0,50.0,Male
2,24-05-2023T21-09-38,-0.72147,-1.21444,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,62.0,93.0,0.2,3.0,1.0,50.0,Male
3,24-05-2023T21-09-39,0.7145,1.33738,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,79.0,-3.0,0.2,3.0,1.0,50.0,Male
4,24-05-2023T21-09-40,0.7145,1.33738,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,76.0,78.0,0.1,3.0,4.0,50.0,Male
5,24-05-2023T21-09-42,0.61237,0.93807,0.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,70.0,47.0,0.1,3.0,4.0,50.0,Male
6,24-05-2023T21-09-43,0.18206,1.15104,0.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,83.0,93.0,0.1,3.0,4.0,50.0,Male
7,24-05-2023T21-09-44,0.78437,0.91114,0.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,94.0,34.0,0.2,3.0,4.0,50.0,Male
8,24-05-2023T21-09-45,0.71394,1.03046,0.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,64.0,83.0,0.2,3.0,4.0,50.0,Male
9,24-05-2023T21-09-47,0.69142,1.18443,0.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,74.0,21.0,0.1,3.0,4.0,50.0,Male
10,24-05-2023T21-09-48,0.4577,1.35731,0.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,85.0,-41.0,0.1,3.0,4.0,50.0,Male
11,24-05-2023T21-09-49,1.17025,-0.08103,0.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,92.0,83.0,0.2,3.0,4.0,50.0,Male
12,24-05-2023T21-09-50,0.47057,0.74645,0.0,66.67,33.33,0.0,0.0,0.0,0.0,0.0,0.0,0.0,83.0,-58.0,0.1,3.0,4.0,50.0,Male
13,24-05-2023T21-09-52,0.63758,0.71767,0.0,50.0,50.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,68.0,-74.0,0.1,3.0,4.0,50.0,Male
14,24-05-2023T21-09-53,0.60345,0.85059,0.0,60.0,40.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,95.0,-79.0,0.2,3.0,1.0,50.0,Male
15,24-05-2023T21-09-54,0.57394,0.74925,0.0,50.0,50.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,77.0,-15.0,0.2,3.0,4.0,50.0,Male
16,24-05-2023T21-09-55,0.52138,0.80626,0.0,57.14,42.86,0.0,0.0,0.0,0.0,0.0,0.0,0.0,97.0,-47.0,0.2,3.0,4.0,50.0,Male
17,24-05-2023T21-09-56,0.49089,0.71651,0.0,50.0,50.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,95.0,41.0,0.1,3.0,1.0,50.0,Male
18,24-05-2023T21-09-58,-0.05332,-0.07988,0.0,50.0,50.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,94.0,-56.0,0.1,3.0,1.0,50.0,Male
