	time	x	y	Explorer	Terminal	Code	Engagement	Excitement	Long term excitement	Stress/Frustration	Relaxation	Interest/Affinity	Focus	Pulse	Bvp	Gsr	Valence	Arousal	Age	Gender
0	24-05-2023T16-23-45	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0		
1	24-05-2023T16-23-46	0.9074177664574467	0.11988481367817994	0.0	0.0	0.0	0.2751264709200678	0.4074096650422605	0.2782271123908402	0.9432202522146845	0.7754161985447512	0.1296009178779468	0.4160341630741632	90.0	42.0	0.2	1.0	2.0	50.0	male
2	24-05-2023T16-23-47	0.0784226790478384	0.8403048333661614	0.0	0.0	0.0	0.5237119895596054	0.03841827914940221	0.32042998017582947	0.7279353746517804	0.0654002825783685	0.6732119950662936	0.8507019035874926	99.0	-45.0	0.1	3.0	1.0	50.0	male
3	24-05-2023T16-23-48	0.5262525567940926	0.269054102408126	0.0	0.0	0.0	0.07980881678397311	0.730206963338665	0.9101611085000916	0.011482218734942151	0.33285387166789104	0.8709128842302741	0.7253599394178728	92.0	56.0	0.2	2.0	4.0	50.0	male
4	24-05-2023T16-23-49	0.07856431520186058	0.008571754100252238	0.0	0.0	0.0	0.023297013709458025	0.0685661157130445	0.028742667407533284	0.6983546697487009	0.7767689425963992	0.9050219897370084	0.8947329793299793	90.0	-73.0	0.1	2.0	1.0	50.0	male
5	24-05-2023T16-23-50	0.4837700034298741	0.26677759498097453	0.0	0.0	0.0	0.2976303841193322	0.27389775940121885	0.8271440957989279	0.2957854815274745	0.1996087052047152	0.18267004461736225	0.43058715923619195	77.0	-89.0	0.1	2.0	4.0	50.0	male
6	24-05-2023T16-23-51	0.15192112057592533	0.7473697645263909	0.0	0.0	0.0	0.8624000894836107	0.9230053937221843	0.9346806410432412	0.9321595651114	0.1768552875690783	0.970613457593568	0.8103828070107691	78.0	21.0	0.1	3.0	2.0	50.0	male
7	24-05-2023T16-23-52	0.7026949764386484	0.27520038170680994	0.0	0.0	0.0	0.4281720248162978	0.9367292209424699	0.273551832485453	0.7598661395200869	0.8131028892024841	0.7359987618601509	0.687907179876159	62.0	-1.0	0.2	1.0	2.0	50.0	male
8	24-05-2023T16-23-53	0.7445596095696781	0.2664176487246406	0.0	0.0	0.0	0.8651839817882768	0.6558230295734435	0.08985418060746009	0.920682721668936	0.8749644205943555	0.22869559603579948	0.07537434662655373	64.0	11.0	0.1	2.0	4.0	50.0	male
9	24-05-2023T16-23-54	0.620916614928541	0.033323163628020236	0.0	0.0	0.0	0.5907599240310147	0.5765712514584462	0.7689489511777713	0.4133439290956873	0.13848379450310178	0.9649812804217872	0.21116352679618378	77.0	99.0	0.1	2.0	1.0	50.0	male
10	24-05-2023T16-23-55	0.6811842806469041	0.12035957674820286	0.0	0.0	0.0	0.9125454752357187	0.46191039275758405	0.8177274204146274	0.5046324198601312	0.3702708952991107	0.2551712693671796	0.662766285915263	87.0	90.0	0.1	3.0	1.0	50.0	male
11	24-05-2023T16-23-56	0.24877875925390347	0.8516723584980043	0.0	0.0	0.0	0.3072333152389567	0.5188356186861448	0.8950665272507446	0.28851003370954187	0.6192437378132898	0.024264825442372406	0.10872058001230844	61.0	68.0	0.1	2.0	3.0	50.0	male
12	24-05-2023T16-23-57	0.746932721742415	0.009597776874955222	0.0	0.0	0.0	0.9660137503916563	0.7000959819006767	0.9428666089995752	0.846179242573365	0.9100662624945797	0.5241304569032447	0.16697184485729666	79.0	-3.0	0.1	2.0	3.0	50.0	male
13	24-05-2023T16-23-58	0.09276620922563994	0.2424853414840239	0.0	0.0	0.0	0.9259711195836031	0.01216119164286067	0.3701305745170119	0.5174395761027974	0.5294033562963452	0.19669277349747516	0.0963964410364141	99.0	33.0	0.1	4.0	4.0	50.0	male
14	24-05-2023T16-24-00	0.5070759360106827	0.9842706072839628	0.0	0.0	0.0	0.6501674960098325	0.9231011616559571	0.014543243033577236	0.10718742430053874	0.3443756418823254	0.42686229999127656	0.5910647315755524	77.0	-45.0	0.1	3.0	2.0	50.0	male
