	time	x	y	Explorer	Terminal	Code	Engagement	Excitement	Long term excitement	Stress/Frustration	Relaxation	Interest/Affinity	Focus	Pulse	Bvp	Gsr	Valence	Arousal	Age	Gender
0	24-05-2023T19-36-55	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0		
1	24-05-2023T19-36-57	0.9848898631083643	0.12218758900216342	0.0	0.0	0.0	0.06203814257388607	0.3569563650540758	0.34387963168249414	0.13168856747224145	0.5848452909455304	0.09280887037221675	0.6082043599030859	97.0	58.0	0.1	4.0	1.0	50.0	Male
2	24-05-2023T19-36-58	0.40364430340661817	0.2679660531100163	0.0	0.0	0.0	0.4466689249597192	0.77840348532069	0.056526096673079174	0.977677687131997	0.36619344839306023	0.8590462249128901	0.48144352211143104	89.0	-49.0	0.1	1.0	1.0	50.0	Male
3	24-05-2023T19-36-59	0.1348187870953963	0.5883052255113317	0.0	0.0	0.0	0.27136674984814857	0.4209622948677917	0.7612991579552394	0.6402995651919907	0.4607846885434662	0.891331724625727	0.38648505776128106	65.0	-33.0	0.2	1.0	2.0	50.0	Male
4	24-05-2023T19-37-00	0.46777991397657703	0.05442062856259444	0.0	0.0	0.0	0.0456692058537812	0.44253899499301164	0.5954411155579643	0.029640463421580998	0.5688663476494336	0.2042874294555418	0.2629033223280639	97.0	69.0	0.1	4.0	4.0	50.0	Male
5	24-05-2023T19-37-02	0.8893122441575132	0.9419947182772681	0.0	0.0	0.0	0.3681503923835059	0.6398291931755024	0.044759751796285885	0.6908744933882248	0.2253786642521448	0.9533857904197819	0.615750973973951	89.0	94.0	0.1	2.0	3.0	50.0	Male
6	24-05-2023T19-37-03	0.6169056786599302	0.7127105497911534	0.0	0.0	0.0	0.1848849285852231	0.06507021225604204	0.23909095555189397	0.9386773984942134	0.9069018668323462	0.8939461846751274	0.8553134646622634	88.0	80.0	0.2	3.0	1.0	50.0	Male
7	24-05-2023T19-37-04	0.6292174598773769	0.3241175523449271	0.0	0.0	0.0	0.3567675126525053	0.46068846660108576	0.7613351602927256	0.529451026385838	0.8495300715234972	0.9960302520003108	0.19153318632622196	62.0	13.0	0.1	1.0	1.0	50.0	Male
8	24-05-2023T19-37-05	0.38897241611528766	0.410857842251916	0.0	0.0	0.0	0.031140429206142906	0.6158001743746414	0.4002805767020816	0.45057479616174956	0.7645979426150187	0.39906988117263353	0.20192440497803088	90.0	-81.0	0.2	2.0	2.0	50.0	Male
9	24-05-2023T19-37-06	0.3848410234256575	0.21175976749512593	0.0	0.0	0.0	0.6190845368373791	0.47004796295714857	0.37944969087461666	0.2947883785634535	0.02194097557323338	0.6987312565697659	0.8049360798485311	76.0	43.0	0.1	1.0	4.0	50.0	Male
10	24-05-2023T19-37-07	0.30465069615012486	0.49984962033344316	0.0	0.0	0.0	0.584023085602277	0.898836887470008	0.8502388963292621	0.34803152314598784	0.5848105015280541	0.5427842490412637	0.5276534354937005	63.0	43.0	0.2	3.0	1.0	50.0	Male
11	24-05-2023T19-37-08	0.4431045332668829	0.4253923152775533	0.0	0.0	0.0	0.601569178623801	0.4567949409113735	0.4551932191741104	0.9843286858673679	0.27392863551653557	0.18494329637061646	0.7516713606691259	83.0	8.0	0.2	4.0	2.0	50.0	Male
12	24-05-2023T19-37-10	0.78240198641212	0.691007866858326	0.0	0.0	0.0	0.5355466313508505	0.7895428547228287	0.6269378420922501	0.7760631800954028	0.8467071308020268	0.8728586110251672	0.7841247409734092	87.0	-53.0	0.1	1.0	2.0	50.0	Male
13	24-05-2023T19-37-11	0.7882686196828023	0.47854375151267126	0.0	0.0	0.0	0.9882863819427308	0.8878022437575211	0.5821674257300565	0.30404446825195486	0.9467018290406123	0.666869852904971	0.25507494487118876	86.0	-91.0	0.2	2.0	1.0	50.0	Male
14	24-05-2023T19-37-12	0.40014319046975166	0.13333893380276773	0.0	0.0	0.0	0.7021179523529689	0.9941812429411245	0.07716858100636659	0.3594775147841639	0.9940466535438532	0.6890694918583535	0.8888641642858941	65.0	42.0	0.2	1.0	3.0	50.0	Male
15	24-05-2023T19-37-13	0.7501145552843467	0.4362925476108397	0.0	0.0	0.0	0.39821054583862336	0.4932515808699667	0.44267250416992776	0.8168919780269979	0.3424845542002324	0.016804813921594053	0.8293040853191238	84.0	64.0	0.1	4.0	3.0	50.0	Male
16	24-05-2023T19-37-14	0.5181165465713706	0.1040993600957586	0.0	0.0	0.0	0.8587114128356234	0.5146391765091003	0.5800101348677362	0.595535132796994	0.0004993397665554733	0.4228930032902273	0.7267083550675623	84.0	52.0	0.1	2.0	2.0	50.0	Male
17	24-05-2023T19-37-15	0.8610176188218615	0.5145414655769797	0.0	0.0	0.0	0.3184805263569255	0.6279401655650844	0.5654007348760293	0.7080732187804673	0.4497600461815988	0.7104186153349965	0.3844737531604344	75.0	-25.0	0.1	2.0	1.0	50.0	Male
18	24-05-2023T19-37-17	0.1962138367676488	0.6850874576071669	0.0	0.0	0.0	0.2513437573394224	0.13366486234774033	0.9878383199675983	0.13873497676658653	0.6320952959394787	0.1632601035164568	0.2171587788494891	97.0	-93.0	0.1	3.0	1.0	50.0	Male
19	24-05-2023T19-37-18	0.16176325494981558	0.06223248746794563	0.0	0.0	0.0	0.8203414266836976	0.7051893896986061	0.07097213660900659	0.14569954591461143	0.16060859342015632	0.7417819312081695	0.6703116605392413	97.0	11.0	0.1	3.0	4.0	50.0	Male
20	24-05-2023T19-37-19	0.6712721727186753	0.5381508375419166	0.0	0.0	0.0	0.2668484273304088	0.23662159397891014	0.627451097312572	0.7078963220805813	0.11753010079695836	0.32875910648020423	0.12908717938554537	87.0	80.0	0.2	3.0	1.0	50.0	Male
